drug_id	drug_label	y_true	prediction	iteration
3032818	naproxol	0	0.045020793	1
55283	itraconazole	0	0.021143347	1
1133083	BG-1013	0	0.06567725	1
4592	olomoucine	0	0.005407072	1
130956	minodronic-acid	0	0.03384863	1
3035842	immepip	0	0.21890327	1
3906894	WAY-161503	0	0.015394217	1
24779724	SGX-523	0	0.0105285	1
131747	SR-57227A	0	0.09633586	1
54653980	SA-1472321	0	0.007718968	1
4830	pipamperone	0	0.028951118	1
16095342	GSK-269962	0	0.0123411035	1
1549000	levocetirizine	0	0.082598105	1
9865515	mocetinostat	0	0.00588021	1
5146	salicyl-alcohol	0	0.08825677	1
4199	minaprine	0	0.008167922	1
5702036	dexamethasone-acetate	0	0.102994956	1
15478	digoxigenin	0	0.10089099	1
4355450	LY-225910	0	0.032877885	1
54657718	SA-1456456	0	0.002984131	1
11096	pseudopelletierine	0	0.051835187	1
2453	broxyquinoline	0	0.009661083	1
65057	diphencyprone	0	0.27976522	1
13505	diphenoxylate	0	0.023156464	1
24737642	LCL-161	0	0.22838788	1
4250	morantel	0	0.011694177	1
6604789	RS-56812	0	0.016258055	1
3114	disopyramide	0	0.010698314	1
107970	fingolimod	0	0.4214674	1
49381	fluperlapine	0	0.020843726	1
54666596	SA-1920453	0	0.015552377	1
6610261	L-744832	0	0.38268024	1
16960	dexbrompheniramine	0	0.032697573	1
1587	lisinopril	1	0.47352472	1
16759359	SQ-29548	0	0.06681028	1
44602404	KU-C104133	0	0.0010393506	1
3728	iodoquinol	0	0.079009	1
58	acetohydroxamic acid	1	0.6032232	1
6914657	FK-866	0	0.013891276	1
8550	deserpidine	0	0.06740431	1
4101	methenamine	0	0.23677386	1
3406	fomepizole	0	0.34869474	1
11973736	TG-100801	0	0.01097012	1
1697	CGP-52411	0	0.005903486	1
5501	todralazine	0	0.050443787	1
135398738	dacarbazine	0	0.052600045	1
20393	monoethylhexylphthalate	0	0.18423398	1
4581	octopamine	0	0.03389777	1
161591	chaetocin	0	0.1251475	1
4552	NS-1619	0	0.030988391	1
5310968	SIB-1553A	0	0.027660457	1
2775510	wiskostatin	0	0.043136213	1
216210	dabigatran	0	0.017996194	1
3675	phenelzine	0	0.10285384	1
3998	mafenide	0	0.021797443	1
5104	roxarsone	0	0.04071228	1
16220172	ivacaftor	0	0.009737911	1
4381125	K784-3131	0	0.07036201	1
2266	azelaic-acid	0	0.4612225	1
11712649	MLN-8054	0	0.01382806	1
622606	desmethylclomipramine	0	0.08623859	1
54669029	SA-1921574	0	0.05686022	1
441074	quinidine	0	0.020558596	1
5281365	geranylgeraniol	0	0.11615358	1
42785	metenkephalin	0	0.059913754	1
73707430	gestrinone	0	0.30493057	1
24995524	SNS-314	0	0.01372569	1
6758	rotenone	0	0.07094863	1
57946	tenidap	0	0.085220985	1
9934347	NVP-TAE226	0	0.035236254	1
299	benazepril	1	0.11726761	1
2578	carmustine	0	0.3951818	1
70680411	AT1-SHH-29	0	0.057068843	1
68791	imexon	0	0.07944319	1
25025298	telotristat	0	0.06913874	1
5338	sulfaquinoxaline	0	0.015137579	1
6738	hydroxytoluic-acid	0	0.07836783	1
9863672	ripasudil	0	0.0036519002	1
60937	tiludronate	0	0.146082	1
10410894	LE-135	0	0.02001009	1
3394	flurbiprofen	0	0.07846087	1
11488320	AZD-8931	0	0.010078777	1
659031	EMF-sumo1-11	0	0.08788613	1
2703	chelerythrine	0	0.38694632	1
442128	dihydrosamidin	0	0.044853706	1
1417813	MW-STK33-1A	0	0.008479388	1
43345	P-1075	0	0.17740814	1
54477	remoxipride	0	0.011815197	1
439503	salicin	0	0.061305262	1
44907115	VU-0413238-1	0	0.015901817	1
3749	irbesartan	0	0.94823647	1
9874838	T-98475	0	0.19556968	1
154257	bazedoxifene	0	0.02234635	1
6918314	vilazodone	0	0.009120301	1
54668627	SA-1922659	0	0.021983074	1
5469318	salirasib	0	0.05628208	1
5052	mepireserpate	0	0.10353548	1
3610881	EMF-sumo1-5	0	0.025389729	1
8480	carbarsone	0	0.17228104	1
9956637	PD-198306	0	0.022398492	1
59588070	JNK-9L	0	0.037704434	1
3339	fenofibrate	0	0.017381014	1
5282451	pitavastatin	0	0.09726623	1
6604009	SB-222200	0	0.0019571772	1
5479529	cefuroxime	0	0.010923666	1
71188	enrofloxacin	0	0.006926987	1
59473233	GS-9973	0	0.060286485	1
73707514	atractyloside	0	0.07980484	1
15983966	GSK-461364	0	0.09227357	1
45115620	VU-0413807-2	0	0.026268091	1
334704	marmesin	0	0.023411471	1
2803059	CD-00491SC	0	0.14061885	1
11717001	GDC-0879	0	0.12093281	1
49849912	CAM-9-027-3	0	0.0017256037	1
5376	SPECTRUM_001028	0	0.83389133	1
24747193	JAS07-005	0	0.04065833	1
122295	SKF-104078	0	0.00702024	1
5281804	prunetin	0	0.012323511	1
4272	6-(4-Hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid	0	0.9033496	1
54660187	SA-1455822	0	0.032841045	1
9571107	gemifloxacin	0	0.035101295	1
44462705	KU-C103654	0	0.020076953	1
6466	MD-920	0	0.07678388	1
135419190	AG-879	0	0.08567715	1
16720766	MLN-4924	0	0.017173354	1
491941	pritelivir	0	0.047623135	1
2378095	decafluorobutane	0	0.11495232	1
10040286	TC-1	0	0.03451703	1
3000022	MW-STK33-23	0	0.009959356	1
123767	norketamine	0	0.039861728	1
192197	hexestrol	0	0.10763043	1
5498067	esculin	0	0.025808495	1
77918	1-benzylimidazole	0	0.4175107	1
5360807	lasalocid	0	0.025178006	1
62824	ICI-63197	0	0.114847936	1
5330	sulfamethoxypyridazine	0	0.037809767	1
2113511	T-5345967	0	0.03395209	1
6852167	PIK-93	0	0.010312475	1
56846693	CEP-32496	0	0.017552158	1
2717	chlormezanone	0	0.012906251	1
2756	cimetidine	0	0.12207942	1
2744062	SPB02303	0	0.0017983811	1
60192484	SA-1925621	0	0.06961588	1
23725	psoromic-acid	0	0.048217677	1
5356121	flavokavain-b	0	0.049609836	1
45281797	VU-0365117-1	0	0.0059857606	1
5328	sulfamethizole	0	0.014426223	1
9840076	AG-14361	0	0.06606972	1
139032029	amphotericin-b	0	0.20298849	1
6419753	D-4476	0	0.01204173	1
44493137	SD-8-005	0	0.0014124055	1
197835	hydrastine	0	0.044168673	1
9801	prenylamine	0	0.1729456	1
2589	temozolomide	1	0.062064845	1
4694339	UB-165	0	0.021893537	1
11719255	AVA	0	0.20735388	1
5702199	antimycin-a	0	0.006827152	1
10620479	BML-278	0	0.109256595	1
44295709	RTI-55	0	0.24106975	1
10077147	BX-795	0	0.0016832423	1
1935	tacrine	0	0.005705315	1
2170	amoxapine	0	0.031199006	1
3270699	rhodomyrtoxin-b	0	0.0485252	1
44505047	SA-419083	0	0.020003978	1
2713	chlorhexidine	0	0.5844746	1
6918878	Merck60	0	0.032080475	1
1549008	terbinafine	0	0.090113595	1
6604858	SB-218795	0	0.0051123924	1
72200818	GSK-J1	0	0.010315264	1
54660174	SA-1458610	0	0.015759697	1
5281847	rottlerin	0	0.20926282	1
44187	cefoperazone	0	0.04204772	1
68911	artemether	0	0.10520113	1
4684	parachlorophenol	0	0.049980856	1
24963252	TAK-733	0	0.042731285	1
11857239	narlaprevir	0	0.06966243	1
56640146	dasabuvir	0	0.0145484125	1
1985	olmesartan medoxomil	1	0.04870701	1
4302963	AM-630	0	0.07156165	1
134551	ergocryptine	0	0.6135476	1
456389	diclazuril	0	0.09140859	1
28693	metergoline	0	0.011222904	1
5745	cortisone-acetate	0	0.2432293	1
10767	amyleine	0	0.051909763	1
91896203	ST-4070169	0	0.048782792	1
3971	LY-303511	0	0.023583608	1
6634	sulfachlorpyridazine	0	0.02485279	1
5732	zolpidem	0	0.017236598	1
2796	clofibrate	0	0.054471295	1
12540	triphenyl-tin	0	0.38849494	1
146570	escitalopram	0	0.011173899	1
135411	CD-437	0	0.021361789	1
134141	fluphenazine	0	0.016544268	1
129010068	limonin	0	0.06207492	1
121878	Y-26763	0	0.007295495	1
2520	verapamil	0	0.021143032	1
135688221	AT-CSC-07	0	0.042070862	1
4507	nitrendipine	0	0.030078908	1
11524144	dorsomorphin	0	0.042951476	1
2571	tazarotene	1	0.036773875	1
35028748	CAY-10585	0	0.033882715	1
73707613	THZ-2-98-01	0	0.002043146	1
122162	luzindole	0	0.010095522	1
6918097	dexniguldipine	0	0.045968883	1
3033825	levosimendan	0	0.12960798	1
11598628	PF-431396	0	0.06070954	1
29083	caroxazone	0	0.046986867	1
1133081	BG-1014	0	0.106189504	1
2788	clioquinol	0	0.03701687	1
4932	propafenone	0	0.024212921	1
52914946	GSK-2126458	0	0.011881212	1
2968	decamethonium	0	0.26435375	1
60877	emtricitabine	0	0.11463194	1
637213	rhapontin	0	0.1291432	1
20039	dideoxyadenosine	0	0.19526067	1
9935249	tipifarnib	0	0.03843874	1
3000540	lincomycin	0	0.045915682	1
8378	neomycin	0	0.65481365	1
73707354	eserine	0	0.017093135	1
3440	furosemide	0	0.025450852	1
9926999	LY-456236	0	0.0065616346	1
73707536	BG-1007	0	0.31397614	1
269	azathioprine	1	0.027445719	1
44828477	KUC104542N	0	0.007960221	1
6473883	dirithromycin	0	0.06682739	1
54675769	novobiocin	0	0.066036865	1
11351968	A-740003	0	0.0025767256	1
127382	Ro-19-4605	0	0.11220642	1
46843772	XMD-892	0	0.07323935	1
6604915	OMDM-2	0	0.06010184	1
1821	mitoxantrone	1	0.046838377	1
5966	demecarium	0	0.035531715	1
152946	moxifloxacin	0	0.019282164	1
7015679	eseroline	0	0.036180377	1
16667695	selamectin	0	0.051734027	1
1763	methylthioninium chloride	1	0.008592697	1
680501	AMG-9810	0	0.06356793	1
449196	androstanol	0	0.41967338	1
4183496	EMF-bca1-16	0	0.0047307014	1
3680	Dexamethasone 21-acetate	0	0.21489285	1
54659352	SA-1455884	0	0.013402876	1
73707376	DC-45-A2	0	0.2519885	1
16666708	AZD-8330	0	0.02252078	1
2973	deferoxamine-mesylate	0	0.3304299	1
60825	lamivudine	0	0.04092872	1
54613929	SA-243276	0	0.008670258	1
8433	dibenzoylmethane	0	0.085714564	1
3604	hexamethonium	0	0.26435375	1
695347	ST-4039884	0	0.005085839	1
16129704	bivalirudin	0	0.3144093	1
4463	nevirapine	0	0.010446294	1
172997	lixivaptan	0	0.15076493	1
72303	honokiol	0	0.015404671	1
11683	megestrol-acetate	0	0.9155402	1
119034	asiatic-acid	0	0.16840479	1
24988881	MK-8245	0	0.032460727	1
443944	metrizamide	0	0.010492338	1
155806	MMPX	0	0.044593908	1
5952	deoxycorticosterone-acetate	0	0.6956933	1
73157	lobaric-acid	0	0.012385628	1
73707561	desmethyl-DASB	0	0.028061405	1
679758	ST-209453	0	0.0068003004	1
73707458	BRD-K55113501-001-01-2	0	0.09891919	1
164723	byssochlamic-acid	0	0.24664417	1
73364	calpeptin	0	0.028636185	1
56973724	AZ-3146	0	0.045702837	1
5362440	indinavir	0	0.050904293	1
6009	amidopyrine	0	0.025685482	1
2293	BAPTA-AM	0	0.10026789	1
9808844	telatinib	0	0.029529996	1
3958	lorazepam	0	0.9452547	1
128018	GR-55562	0	0.016443139	1
6419931	methyl-hydantoin	0	0.16087446	1
88505	DMNB	0	0.008274974	1
9820008	SC-12267	0	0.022958355	1
40632	pirfenidone	0	0.043053646	1
6032	kanamycin	0	0.8310557	1
44143370	KIN001-266	0	0.029155398	1
244898	lumicolchicine	0	0.056794092	1
3090	dimetridazole	0	0.2345321	1
5702164	puromycin	0	0.10812705	1
1751	methotrexate	1	0.016164206	1
3742	ioxaglic-acid	0	0.04979454	1
639665	xanthohumol	0	0.19633357	1
3970	LY-278584	0	0.0069456957	1
872445	oncrasin-1	0	0.008723342	1
2723	chloroxylenol	0	0.018068973	1
9912992	SPP-301	0	0.058345105	1
44497312	SD-6-035-B3	0	0.001931154	1
2068	paroxetine	1	0.9323619	1
5268	spiroxatrine	0	0.020411272	1
5362124	benazepril	0	0.9566459	1
1352	H7	0	0.0035013317	1
6710659	fludrocortisone-acetate	0	0.251377	1
5225092	westcort	0	0.64566416	1
11539025	LY-2228820	0	0.045603003	1
4364841	L-165041	0	0.036364984	1
54666573	SA-1919875	0	0.035449326	1
10219	emetine	0	0.0063824975	1
73707380	fumonisin-b1	0	0.20748739	1
774	histamine	0	0.3201514	1
4674	pamidronate	0	0.87662876	1
3645619	PD-168077	0	0.037620157	1
475	candesartan cilexetil	1	0.020740338	1
3081027	OCO-1112	0	0.014702535	1
24094067	I-303059	0	0.062419742	1
23874513	asiaticoside	0	0.06974703	1
73707535	BG-1006	0	0.16117385	1
5040063	PPT	0	0.0054612244	1
1354	m-chlorophenylbiguanide	0	0.032160267	1
4084010	EMF-sumo1-1	0	0.08792818	1
5893	nadide	0	0.2897474	1
3343	fenoterol	0	0.08440475	1
2603	CCCP	0	0.18684812	1
73707499	paromomycin	0	0.65481365	1
1317466	SJ-172550	0	0.01847039	1
60947	tirofiban	0	0.037816618	1
3994476	MM77	0	0.0071485504	1
214347	dapivirine	0	0.016079735	1
21700	beclomethasone-dipropionate	0	0.43101868	1
4910	proadifen	0	0.02396761	1
62887	atracurium	0	0.009238026	1
44483268	hydroquinine	0	0.013410136	1
135398735	rifampicin	0	0.16586879	1
11249248	BMS-299897	0	0.016923487	1
6047	levodopa	0	0.06716209	1
10071196	pimavanserin	0	0.02805795	1
9950038	SB-205607	0	0.025102427	1
9830392	WAY-170523	0	0.02331996	1
23947034	I-070754	0	0.012515238	1
73707442	YL-61	0	0.049968153	1
54654232	SA-1463785	0	0.016288528	1
1720	CS-1657	0	0.010095798	1
3442	fusaric-acid	0	0.10402223	1
10275789	PIK-75	0	0.027126106	1
44483957	SA-424936	0	0.0033833073	1
11511120	dacomitinib	0	0.0074228407	1
71157	nefiracetam	0	0.065631606	1
22693263	RAN-02	0	0.0021253433	1
5132514	L-690488	0	0.11068029	1
6450546	gavestinel	0	0.0029241808	1
5090	rofecoxib	0	0.1228244	1
53302361	HG-6-64-01	0	0.019539472	1
9885087	TAS-301	0	0.19175166	1
5282230	tranilast	0	0.051377498	1
214346	BCI-540	0	0.032498974	1
9939609	darapladib	0	0.04454829	1
4246	monocrotaline	0	0.03919543	1
34359	carbidopa	0	0.06517824	1
92409	SKF-89976A	0	0.14595991	1
5280804	isoquercetin	0	0.0032610588	1
4135	methyl-benzethonium	0	0.040479094	1
2817908	JFD02227	0	0.035255272	1
4514	nizofenone	0	0.17819893	1
457964	aphidicolin	0	0.2619782	1
6710754	irilin-a	0	0.007625882	1
73707463	lymecycline	0	0.10377434	1
44618378	SA-424170	0	0.0014784279	1
6476406	NP-010914	0	0.09101022	1
5281104	paricalcitol	0	0.29304937	1
8215	AGP-103	0	0.4612225	1
2812	clotrimazole	0	0.40389505	1
5467485	AG-592	0	0.17873508	1
125519	aminogenistein	0	0.025755707	1
107905	epicatechin	0	0.003546414	1
9549297	SU-11274	0	0.05189355	1
11222830	WP-1130	0	0.08702883	1
44182295	refametinib	0	0.013791648	1
135412795	bentazepam	0	0.15226768	1
68770	talinolol	0	0.016691448	1
3598	hexachlorophene	0	0.06476086	1
131414	NCS-382	0	0.057807818	1
73707474	BRD-K72853990-066-01-3	0	0.5957391	1
9936746	OTX-015	0	0.22712423	1
54657740	SA-1456570	0	0.040381547	1
73707410	ebelactone-b	0	0.8657048	1
72385	nonoxynol-9	0	0.03782024	1
2366	betahistine	0	0.068792485	1
90843500	rolitetracycline	0	0.053419773	1
68077	tangeritin	0	0.005184437	1
73707462	alfadolone	0	0.23148453	1
5625	delavirdine	0	0.002727159	1
667466	Chlorprothixene	0	0.10182416	1
216468	indisulam	0	0.010785758	1
1559	leuprorelin	1	0.003957557	1
6505803	tanespimycin	0	0.03713795	1
135821878	BJM-CSC-15	0	0.040399067	1
839	dexrazoxane	1	0.09773667	1
121494085	sucralfate	0	0.50842917	1
5719	zaleplon	0	0.01366213	1
5329006	ZM-306416	0	0.00967823	1
124846	HTMT	0	0.25353175	1
54655704	SA-1462738	0	0.013304513	1
1206243	mirin	0	0.021897724	1
72967	isonicotinohydroxamic-acid	0	0.17401794	1
21704	vidarabine	0	0.73415834	1
2797577	SRPIN-340	0	0.024145445	1
24360	camptothecin	0	0.81780875	1
2948	damnacanthal	0	0.28093222	1
441300	abacavir	0	0.022116125	1
1383884	URB-597	0	0.007293178	1
33630	penfluridol	0	0.0074225497	1
11201035	PHTPP	0	0.11156096	1
3961	losartan	0	0.944294	1
2895	cyclobenzaprine	0	0.10409969	1
204	allantoin	0	0.088547625	1
44483253	cyclopiazonic-acid	0	0.17007886	1
656765	DCEBIO	0	0.005504028	1
3365	fluconazole	0	0.06032974	1
44620657	SA-424233	0	0.0022693272	1
2735313	A-7	0	0.006513344	1
2355	bergapten	0	0.014689638	1
60185339	SA-1925610	0	0.030662548	1
758	cyclophosphamide	1	0.10367051	1
4210951	SB-415286	0	0.06410866	1
8369	larixinic-acid	0	0.10594472	1
10401611	MC-1293	0	0.037270255	1
1505784	SJB-AF-2	0	0.0014445563	1
2369	betaxolol	0	0.040617872	1
119376	GR-113808	0	0.004051016	1
16759155	DAU-5884	0	0.11226492	1
4914	procaine	0	0.0435515	1
6604381	tyloxapol	0	0.015688665	1
3009355	vicriviroc	0	0.04437233	1
46869952	VU-0404997-2	0	0.009182946	1
7108	phenothiazine	0	0.09398346	1
44493156	SA-83851	0	0.0058822148	1
4847	pirenperone	0	0.027669232	1
5092	rolipram	0	0.025162004	1
445621	glucosamine	0	0.6113169	1
16659841	AZD-1480	0	0.068436146	1
44483164	KU-C103853	0	0.016215708	1
11175137	AT-7867	0	0.032077365	1
168182	valyltryptophan	0	0.14341255	1
45358132	icariin	0	0.07735204	1
151172	cariporide	0	0.0438708	1
3352	fipronil	0	0.013245127	1
50287	tiotidine	0	0.08085798	1
7048624	cefazolin	0	0.036861278	1
10117987	preladenant	0	0.044361427	1
210332	reversine	0	0.02907394	1
5280704	cosmosiin	0	0.015717778	1
9819927	LY-341495	0	0.11225957	1
25262792	AZD-2014	0	0.0078191515	1
24856224	FU-JMBII113B	0	0.062340777	1
6445562	pelitinib	0	0.032268587	1
54658692	SA-1458163	0	0.0066973856	1
10302451	saracatinib	0	0.0061701117	1
311434	PNU-120596	0	0.018518398	1
442912	hydroquinidine	0	0.013410136	1
1187	fluconazole	1	0.06032974	1
41781	torasemide	0	0.033277363	1
44484592	SA-424534	0	0.0017370477	1
4622	oxibendazole	0	0.18848453	1
9930049	vernakalant	0	0.005274462	1
44501814	SA-103006	0	0.00841946	1
400169	SC-144	0	0.050581772	1
3854666	SB-225002	0	0.03031821	1
1659	medroxyprogesterone	1	0.86745703	1
3450	gallamine	0	0.033940166	1
3765615	L-152804	0	0.02799874	1
5353760	methoprene-acid	0	0.5651075	1
1683	bemesetron	0	0.00865746	1
64971	betulinic-acid	0	0.76660573	1
57345770	KI-20227	0	0.042976275	1
4884	pralidoxime	0	0.19639918	1
9820766	PD-160170	0	0.03387014	1
170344	etifenin	0	0.2634485	1
6839	phensuximide	0	0.13176313	1
49836020	birinapant	0	0.092535466	1
115193	isofloxythepin	0	0.0815866	1
704473	STF-62247	0	0.045227677	1
448042	Y-27632	0	0.09111777	1
10173277	STA-5326	0	0.023893284	1
1813	minocycline	1	0.6979502	1
11219835	ataluren	0	0.030220263	1
4848	pirenzepine	0	0.03890173	1
129009963	cabazitaxel	0	0.6442611	1
164509	talampanel	0	0.0018335433	1
25105713	VU-0155069	0	0.001651912	1
11719003	BVD-523	0	0.007860369	1
123686	ICI-89406	0	0.010539091	1
10081070	butyrolactone	0	0.28186426	1
53025	cefotetan	0	0.019732907	1
1057	estradiol	1	0.036493942	1
5742673	cefotaxime	0	0.020654302	1
255	atenolol	1	0.015927544	1
222515	brazilin	0	0.00701584	1
41867	epirubicin	0	0.879018	1
46869941	VU-0366037-2	0	0.017288206	1
5730	ZM-336372	0	0.041591436	1
34870	amineptine	0	0.04864109	1
2126	AM-580	0	0.012601902	1
213039	darunavir	0	0.0058313515	1
235382	SIB-1893	0	0.16709016	1
44483329	malonoben	0	0.051767174	1
47099517	ARG-CSC-18	0	0.09152638	1
44498557	SA-418993	0	0.05608434	1
108046	BMY-14802	0	0.014995796	1
3025986	BMS-387032	0	0.017152479	1
11647372	ZSTK-474	0	0.04737815	1
10745	acetylsalicylsalicylic-acid	0	0.009508266	1
27447	cephalexin	0	0.035017703	1
123924	SNC-80	0	0.035072044	1
44640178	KU-C104488	0	0.0038194638	1
33887	almitrine	0	0.00796943	1
448601	octreotide	0	0.036183536	1
5126051	CPCCOEt	0	0.027312474	1
728578	ST-022313	0	0.1957191	1
4054	memantine	0	0.6090943	1
45115609	VU-0414833-2	0	0.07431909	1
72947410	MD-II-051	0	0.13625397	1
44507247	SA-1017940	0	0.008701071	1
1229	fluvastatin	1	0.057489265	1
3038525	VX-745	0	0.0034605036	1
9839311	A-205804	0	0.006567721	1
46943243	VU-0424182-2	0	0.06594561	1
57519544	wnt-c59	0	0.086851515	1
3816756	AT-SUMO-1	0	0.040067483	1
91930061	bruceantin	0	0.024280112	1
4735	pentamidine	0	0.035667084	1
46742345	VU-0418939-2	0	0.047816236	1
72093	otilonium	0	0.0061564543	1
4515	NNC-711	0	0.025360791	1
24771867	alisertib	0	0.056988236	1
118984375	insulin human	0	0.15322372	1
444031	darifenacin	0	0.0048303637	1
3324	famciclovir	0	0.15853557	1
6124	dimethylnitrosamine	0	0.34869474	1
54668348	SA-1922975	0	0.03365228	1
1505783	STK-661558	0	0.0014445563	1
10253143	GW-842166	0	0.009793152	1
5926218	RG-14620	0	0.2970294	1
127951	RS-45041-190	0	0.0048684594	1
10430360	CC-401	0	0.009257153	1
456214	purvalanol-a	0	0.08490069	1
56208	sarafloxacin	0	0.01274853	1
3366	flucytosine	0	0.5490886	1
6279	Medroxyprogesterone Acetate	0	0.86745703	1
213023	dabigatran-etexilate	0	0.019496603	1
24880028	ALW-II-38-3	0	0.042258743	1
92400	zofenopril-calcium	0	0.022008384	1
44623946	N-6022	0	0.018982515	1
8029	furan	0	0.18933047	1
54670067	ascorbic acid	0	0.07966396	1
5314	succinylcholine-chloride	0	0.2000851	1
5917	pentylenetetrazol	0	0.10444063	1
133538	SKF-83959	0	0.0057880096	1
3906779	Ro-106-9920	0	0.03644855	1
44386188	3-deazaadenosine	0	0.27514684	1
44628955	foxy-5	0	0.18504575	1
6769	syrosingopine	0	0.12240731	1
134780	pomalidomide	0	0.027351828	1
177236	darusentan	0	0.026019722	1
3994	M-344	0	0.059940945	1
3169	dropropizine	0	0.03185145	1
688800	ST-057710	0	0.009086316	1
996	phenol	0	0.06396422	1
13927312	KU-C103443N	0	0.01852604	1
9932888	lestaurtinib	0	0.033575747	1
46902718	KUC105208	0	0.056008153	1
5601	thenoyltrifluoroacetone	0	0.028932396	1
2208391	BJM-HSC2-10	0	0.031215044	1
4043357	hemado	0	0.48360354	1
9905190	CDC	0	0.04960976	1
53472153	PF-4800567	0	0.052765485	1
13025387	ticarcillin	0	0.0291256	1
5576	trimethadione	0	0.15257213	1
1547484	cinnarizine	0	0.1431957	1
1071	9-Cis retinol	0	0.7808406	1
11282283	amuvatinib	0	0.009242221	1
78357816	VT-464	0	0.05518084	1
24747272	PSH-023	0	0.023788305	1
960	doxorubicin	1	0.879018	1
14792	magnesium oxide	0	0.23968372	1
21109	trimetazidine	0	0.008157927	1
122150	saclofen	0	0.06585614	1
54657738	SA-1458487	0	0.040381547	1
3795	WHI-P154	0	0.0134563185	1
159324	tipifarnib-P2	0	0.03843874	1
16118392	golvatinib	0	0.012638397	1
644215	CGP-60474	0	0.008561293	1
2817242	BML-266	0	0.6406111	1
25031915	lucitanib	0	0.049643684	1
3826	ketorolac	0	0.049938817	1
76525291	RG7112	0	0.10032859	1
10770	hexylcaine	0	0.03801106	1
213046	lurasidone	0	0.011445445	1
2435	brimonidine	0	0.01211295	1
2392	pibenzimol	0	0.02141676	1
3342390	K-788-2192	0	0.0038013873	1
446284	icosapent	0	0.37242872	1
60185177	SA-1925246	0	0.039461587	1
2165	amodiaquine	0	0.008516041	1
2722	chloroxine	0	0.027073873	1
4904	pridinol	0	0.05210197	1
4030	mebendazole	0	0.032838184	1
66377	edoxudine	0	0.29902157	1
23760137	PRESTWICK3_000866	0	0.3518542	1
16363	benperidol	0	0.003900973	1
73707537	BG-1008	0	0.021309149	1
2800	Clomifene	0	0.40032786	1
54686939	dihydrorobustic-acid	0	0.028026681	1
24747230	UTMB-00042	0	0.033618357	1
9891901	NGB-2904	0	0.011271014	1
9840324	etomoxir	0	0.080311246	1
9838712	reparixin	0	0.11653758	1
374536	RITA	0	0.008299506	1
176158	SB-216763	0	0.03055364	1
23789069	nitrarine	0	0.013808838	1
2921148	BRL-50481	0	0.022386592	1
151170	cilomilast	0	0.034240626	1
5353454	BW-B70C	0	0.15222687	1
55652	spiradoline	0	0.03646232	1
42636535	A-66	0	0.01159074	1
2585	temazepam	1	0.91349983	1
5467	tiapride	0	0.0041912417	1
54657730	SA-1458450	0	0.009839379	1
8569	dioxybenzone	0	0.09915015	1
9836739	PNU-74654	0	0.007403788	1
444029	colforsin-daproate	0	0.04012622	1
16759997	cyanopindolol	0	0.1019827	1
110635	tadalafil	0	0.11939716	1
6604200	nitrofurantoin	0	0.32555258	1
76033918	methylstat	0	0.037932996	1
1464	bisbenzimide	0	0.02925017	1
6708725	gedunin	0	0.075978436	1
842059	BG-1023	0	0.034630384	1
44246715	metacycline	0	0.022022983	1
2474	bupivacaine	0	0.045766067	1
4567	buphenine	0	0.10728452	1
11345983	cardiogenol-c	0	0.008297949	1
9912743	SB-683698	0	0.03570651	1
129009888	ursodiol	0	0.77876955	1
4114	methoxsalen	0	0.014724524	1
135565082	talazoparib	0	0.04108794	1
5574	alimemazine	0	0.009465045	1
15096	tributyltin	0	0.5678514	1
54666820	SA-1921996	0	0.075250104	1
73707349	BG-1003	0	0.36319205	1
5475158	cinanserin	0	0.031933352	1
72947407	MD-049	0	0.16254935	1
68802	pirlindole	0	0.008140117	1
73707612	BG-1015	0	0.013509303	1
3037918	dimemorfan	0	0.020867413	1
25199517	WAY-262611	0	0.0039356295	1
73010930	GSK-2801	0	0.045361064	1
44602378	KU-C104129	0	0.010285564	1
51576	acifran	0	0.012272611	1
54657678	SA-1456443	0	0.10371345	1
53001	dazoxiben	0	0.043543212	1
441029	fosfomycin	0	0.56009364	1
3784	isradipine	0	0.01105402	1
156419	cinacalcet	0	0.01612657	1
2846	voriconazole	1	0.050323043	1
9872438	SSR-69071	0	0.029387	1
22228376	GW-441756	0	0.004898474	1
5280335	sphingosine	0	0.09860044	1
2611	tetracycline	1	0.7960116	1
60185223	SA-1939079	0	0.08634808	1
2019	actinomycin-d	0	0.19502863	1
51360697	KUC107191N	0	0.037776187	1
1923	oxyquinoline	0	0.11089118	1
5316606	piceid	0	0.13434829	1
9690109	armodafinil	0	0.10560751	1
9846332	halometasone	0	0.27767715	1
2651	SPBIO_002278	0	0.026709735	1
10322450	KO-143	0	0.31418738	1
10125107	lawsone	0	0.0040707	1
13765	ethylestrenol	0	0.66649705	1
3034756	formoterol	0	0.14018056	1
3561	haloprogin	0	0.0706028	1
5417	tetrahydropalmatine	0	0.009171711	1
2343	benzthiazide	0	0.022783263	1
2728620	RJC-00245SC	0	0.028517082	1
5312531	mead-acid	0	0.37242872	1
54657755	SA-1459830	0	0.009325269	1
11327430	NU-7441	0	0.016939616	1
56928031	KUC111109N	0	0.007108275	1
3168	droperidol	0	0.022823025	1
60511	remacemide	0	0.22922781	1
5748555	mammea-a	0	0.005819618	1
54669151	SA-1921783	0	0.056608647	1
4122	nocodazole	0	0.05319524	1
18283	stavudine	0	0.1498103	1
